"from","to","interaction","term_type","term_id"
"CYP19A1","GO:MF | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","target-pathway","GO:MF","GO:0016705"
"PAH","GO:MF | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","target-pathway","GO:MF","GO:0016705"
"PTGS1","GO:MF | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","target-pathway","GO:MF","GO:0016705"
"CYP1B1","GO:MF | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","target-pathway","GO:MF","GO:0016705"
"NOS1","GO:MF | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","target-pathway","GO:MF","GO:0016705"
"PPARG","GO:MF | carboxylic acid binding","target-pathway","GO:MF","GO:0031406"
"NOS1","GO:MF | carboxylic acid binding","target-pathway","GO:MF","GO:0031406"
"APP","GO:MF | carboxylic acid binding","target-pathway","GO:MF","GO:0031406"
"RXRA","GO:MF | carboxylic acid binding","target-pathway","GO:MF","GO:0031406"
"GRIN1","GO:MF | carboxylic acid binding","target-pathway","GO:MF","GO:0031406"
"PGF","GO:MF | chemoattractant activity","target-pathway","GO:MF","GO:0042056"
"VEGFA","GO:MF | chemoattractant activity","target-pathway","GO:MF","GO:0042056"
"APP","GO:MF | chemoattractant activity","target-pathway","GO:MF","GO:0042056"
"PPARG","GO:MF | organic acid binding","target-pathway","GO:MF","GO:0043177"
"NOS1","GO:MF | organic acid binding","target-pathway","GO:MF","GO:0043177"
"APP","GO:MF | organic acid binding","target-pathway","GO:MF","GO:0043177"
"RXRA","GO:MF | organic acid binding","target-pathway","GO:MF","GO:0043177"
"GRIN1","GO:MF | organic acid binding","target-pathway","GO:MF","GO:0043177"
"DYRK1A","GO:MF | non-membrane spanning protein tyrosine kinase activity","target-pathway","GO:MF","GO:0004715"
"ABL1","GO:MF | non-membrane spanning protein tyrosine kinase activity","target-pathway","GO:MF","GO:0004715"
"SRC","GO:MF | non-membrane spanning protein tyrosine kinase activity","target-pathway","GO:MF","GO:0004715"
"PIK3CA","GO:MF | 1-phosphatidylinositol-3-kinase activity","target-pathway","GO:MF","GO:0016303"
"PIK3CG","GO:MF | 1-phosphatidylinositol-3-kinase activity","target-pathway","GO:MF","GO:0016303"
"ESR1","GO:MF | nitric-oxide synthase regulator activity","target-pathway","GO:MF","GO:0030235"
"HSP90AA1","GO:MF | nitric-oxide synthase regulator activity","target-pathway","GO:MF","GO:0030235"
"CYP19A1","GO:MF | monooxygenase activity","target-pathway","GO:MF","GO:0004497"
"PAH","GO:MF | monooxygenase activity","target-pathway","GO:MF","GO:0004497"
"CYP1B1","GO:MF | monooxygenase activity","target-pathway","GO:MF","GO:0004497"
"NOS1","GO:MF | monooxygenase activity","target-pathway","GO:MF","GO:0004497"
"EGFR","GO:MF | ubiquitin protein ligase binding","target-pathway","GO:MF","GO:0031625"
"HIF1A","GO:MF | ubiquitin protein ligase binding","target-pathway","GO:MF","GO:0031625"
"BCL2","GO:MF | ubiquitin protein ligase binding","target-pathway","GO:MF","GO:0031625"
"ABCB1","GO:MF | ubiquitin protein ligase binding","target-pathway","GO:MF","GO:0031625"
"KCNH2","GO:MF | ubiquitin protein ligase binding","target-pathway","GO:MF","GO:0031625"
"HSP90AA1","GO:MF | ubiquitin protein ligase binding","target-pathway","GO:MF","GO:0031625"
"VEGFA","GO:MF | kinase regulator activity","target-pathway","GO:MF","GO:0019207"
"EGFR","GO:MF | kinase regulator activity","target-pathway","GO:MF","GO:0019207"
"PIK3CA","GO:MF | kinase regulator activity","target-pathway","GO:MF","GO:0019207"
"ABL1","GO:MF | kinase regulator activity","target-pathway","GO:MF","GO:0019207"
"SRC","GO:MF | kinase regulator activity","target-pathway","GO:MF","GO:0019207"
"GRM5","GO:MF | kinase regulator activity","target-pathway","GO:MF","GO:0019207"
"ESR1","GO:MF | estrogen response element binding","target-pathway","GO:MF","GO:0034056"
"ESR2","GO:MF | estrogen response element binding","target-pathway","GO:MF","GO:0034056"
"MTOR","GO:MF | protein serine/threonine kinase activity","target-pathway","GO:MF","GO:0004674"
"EGFR","GO:MF | protein serine/threonine kinase activity","target-pathway","GO:MF","GO:0004674"
"PIK3CA","GO:MF | protein serine/threonine kinase activity","target-pathway","GO:MF","GO:0004674"
"DYRK1A","GO:MF | protein serine/threonine kinase activity","target-pathway","GO:MF","GO:0004674"
"ABL1","GO:MF | protein serine/threonine kinase activity","target-pathway","GO:MF","GO:0004674"
"PIK3CG","GO:MF | protein serine/threonine kinase activity","target-pathway","GO:MF","GO:0004674"
"MAPK14","GO:MF | protein serine/threonine kinase activity","target-pathway","GO:MF","GO:0004674"
"HIF1A","GO:MF | transcription corepressor binding","target-pathway","GO:MF","GO:0001222"
"ESR1","GO:MF | transcription corepressor binding","target-pathway","GO:MF","GO:0001222"
"STAT1","GO:MF | transcription corepressor binding","target-pathway","GO:MF","GO:0001222"
"PGF","GO:MF | vascular endothelial growth factor receptor binding","target-pathway","GO:MF","GO:0005172"
"VEGFA","GO:MF | vascular endothelial growth factor receptor binding","target-pathway","GO:MF","GO:0005172"
"ABCB1","GO:MF | ABC-type xenobiotic transporter activity","target-pathway","GO:MF","GO:0008559"
"ABCG2","GO:MF | ABC-type xenobiotic transporter activity","target-pathway","GO:MF","GO:0008559"
"CA5A","GO:MF | carbonate dehydratase activity","target-pathway","GO:MF","GO:0004089"
"CA9","GO:MF | carbonate dehydratase activity","target-pathway","GO:MF","GO:0004089"
"FLT1","GO:MF | growth factor binding","target-pathway","GO:MF","GO:0019838"
"FGFR1","GO:MF | growth factor binding","target-pathway","GO:MF","GO:0019838"
"EGFR","GO:MF | growth factor binding","target-pathway","GO:MF","GO:0019838"
"KDR","GO:MF | growth factor binding","target-pathway","GO:MF","GO:0019838"
"CYP1B1","GO:MF | hydro-lyase activity","target-pathway","GO:MF","GO:0016836"
"CA5A","GO:MF | hydro-lyase activity","target-pathway","GO:MF","GO:0016836"
"CA9","GO:MF | hydro-lyase activity","target-pathway","GO:MF","GO:0016836"
"PPARG","GO:MF | RNA polymerase II-specific DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0061629"
"HIF1A","GO:MF | RNA polymerase II-specific DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0061629"
"ESR1","GO:MF | RNA polymerase II-specific DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0061629"
"PPARA","GO:MF | RNA polymerase II-specific DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0061629"
"RXRA","GO:MF | RNA polymerase II-specific DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0061629"
"MAPK14","GO:MF | RNA polymerase II-specific DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0061629"
"PPARG","GO:MF | nuclear receptor binding","target-pathway","GO:MF","GO:0016922"
"HIF1A","GO:MF | nuclear receptor binding","target-pathway","GO:MF","GO:0016922"
"ESR1","GO:MF | nuclear receptor binding","target-pathway","GO:MF","GO:0016922"
"RXRA","GO:MF | nuclear receptor binding","target-pathway","GO:MF","GO:0016922"
"ABCB1","GO:MF | efflux transmembrane transporter activity","target-pathway","GO:MF","GO:0015562"
"ABCG2","GO:MF | efflux transmembrane transporter activity","target-pathway","GO:MF","GO:0015562"
"PPARG","GO:MF | DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0140297"
"HIF1A","GO:MF | DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0140297"
"ESR1","GO:MF | DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0140297"
"BCL2","GO:MF | DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0140297"
"PPARA","GO:MF | DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0140297"
"RXRA","GO:MF | DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0140297"
"MAPK14","GO:MF | DNA-binding transcription factor binding","target-pathway","GO:MF","GO:0140297"
"MMP9","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"VEGFA","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"MMP2","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"FGFR1","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"MTOR","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"EGFR","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"HIF1A","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"ESR1","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"PIK3CA","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"KDR","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"MET","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"SRC","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"MAPK14","KEGG | Proteoglycans in cancer","target-pathway","KEGG","hsa05205"
"MMP9","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"MMP2","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"MTOR","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"EGFR","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"ESR1","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"PIK3CA","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"BCL2","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"ESR2","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"SRC","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"MAPK14","KEGG | Endocrine resistance","target-pathway","KEGG","hsa01522"
"FLT1","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"PGF","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"VEGFA","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"FGFR1","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"EGFR","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"PIK3CA","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"KDR","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"MET","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"GRIN1","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"SRC","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"MAPK14","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"CNR1","KEGG | Rap1 signaling pathway","target-pathway","KEGG","hsa04015"
"VEGFA","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"MTOR","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"EGFR","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"ESR1","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"PIK3CA","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"CYP1B1","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"BCL2","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"PPARA","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"ESR2","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"RXRA","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"SRC","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"HSP90AA1","KEGG | Chemical carcinogenesis - receptor activation","target-pathway","KEGG","hsa05207"
"MMP9","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"VEGFA","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"MMP1","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"MMP2","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"EGFR","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"PIK3CA","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"NOS1","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"MMP13","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"SRC","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"MAPK14","KEGG | Relaxin signaling pathway","target-pathway","KEGG","hsa04926"
"VEGFA","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"MTOR","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"EGFR","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"PIK3CA","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"KDR","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"BCL2","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"MET","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"SRC","KEGG | EGFR tyrosine kinase inhibitor resistance","target-pathway","KEGG","hsa01521"
"FLT1","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"PGF","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"VEGFA","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"FGFR1","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"EGFR","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"PIK3CA","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"KDR","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"ABL1","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"MET","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"GRIN1","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"PLA2G2A","KEGG | Ras signaling pathway","target-pathway","KEGG","hsa04014"
"FLT1","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"PGF","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"VEGFA","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"FGFR1","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"MTOR","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"EGFR","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"PIK3CA","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"KDR","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"BCL2","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"RXRA","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"MET","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"PIK3CG","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"HSP90AA1","KEGG | PI3K-Akt signaling pathway","target-pathway","KEGG","hsa04151"
"MMP9","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"MMP2","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"EGFR","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"ESR1","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"PIK3CA","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"BCL2","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"ESR2","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"SRC","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"HSP90AA1","KEGG | Estrogen signaling pathway","target-pathway","KEGG","hsa04915"
"MMP9","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"VEGFA","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"MMP2","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"PIK3CA","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"KDR","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"BCL2","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"SRC","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"MAPK14","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"HSP90AA1","KEGG | Fluid shear stress and atherosclerosis","target-pathway","KEGG","hsa05418"
"MMP9","KEGG | Bladder cancer","target-pathway","KEGG","hsa05219"
"VEGFA","KEGG | Bladder cancer","target-pathway","KEGG","hsa05219"
"MMP1","KEGG | Bladder cancer","target-pathway","KEGG","hsa05219"
"MMP2","KEGG | Bladder cancer","target-pathway","KEGG","hsa05219"
"EGFR","KEGG | Bladder cancer","target-pathway","KEGG","hsa05219"
"SRC","KEGG | Bladder cancer","target-pathway","KEGG","hsa05219"
"MMP9","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"FGFR1","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"MTOR","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"EGFR","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"PIK3CA","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"BCL2","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"GRM5","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"HSP90AA1","KEGG | Prostate cancer","target-pathway","KEGG","hsa05215"
"FLT1","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"VEGFA","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"SERPINE1","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"MTOR","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"EGFR","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"HIF1A","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"PIK3CA","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"BCL2","KEGG | HIF-1 signaling pathway","target-pathway","KEGG","hsa04066"
"FLT1","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"PGF","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"VEGFA","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"MTOR","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"EGFR","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"PIK3CA","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"KDR","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"MET","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"SRC","KEGG | Integrin signaling","target-pathway","KEGG","hsa04518"
"VEGFA","KEGG | AGE-RAGE signaling pathway in diabetic complications","target-pathway","KEGG","hsa04933"
"MMP2","KEGG | AGE-RAGE signaling pathway in diabetic complications","target-pathway","KEGG","hsa04933"
"SERPINE1","KEGG | AGE-RAGE signaling pathway in diabetic complications","target-pathway","KEGG","hsa04933"
"PIK3CA","KEGG | AGE-RAGE signaling pathway in diabetic complications","target-pathway","KEGG","hsa04933"
"STAT1","KEGG | AGE-RAGE signaling pathway in diabetic complications","target-pathway","KEGG","hsa04933"
"BCL2","KEGG | AGE-RAGE signaling pathway in diabetic complications","target-pathway","KEGG","hsa04933"
"MAPK14","KEGG | AGE-RAGE signaling pathway in diabetic complications","target-pathway","KEGG","hsa04933"
"FLT1","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"PGF","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"VEGFA","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"EGFR","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"PIK3CA","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"KDR","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"BCL2","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"MET","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"SRC","KEGG | Focal adhesion","target-pathway","KEGG","hsa04510"
"MTOR","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"EGFR","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"PIK3CA","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"TERT","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"BCL2","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"ABCB1","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"RXRA","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"MET","KEGG | Gastric cancer","target-pathway","KEGG","hsa05226"
"ESR1","KEGG | Prolactin signaling pathway","target-pathway","KEGG","hsa04917"
"PIK3CA","KEGG | Prolactin signaling pathway","target-pathway","KEGG","hsa04917"
"STAT1","KEGG | Prolactin signaling pathway","target-pathway","KEGG","hsa04917"
"ESR2","KEGG | Prolactin signaling pathway","target-pathway","KEGG","hsa04917"
"SRC","KEGG | Prolactin signaling pathway","target-pathway","KEGG","hsa04917"
"MAPK14","KEGG | Prolactin signaling pathway","target-pathway","KEGG","hsa04917"
"FGFR1","KEGG | Central carbon metabolism in cancer","target-pathway","KEGG","hsa05230"
"MTOR","KEGG | Central carbon metabolism in cancer","target-pathway","KEGG","hsa05230"
"EGFR","KEGG | Central carbon metabolism in cancer","target-pathway","KEGG","hsa05230"
"HIF1A","KEGG | Central carbon metabolism in cancer","target-pathway","KEGG","hsa05230"
"PIK3CA","KEGG | Central carbon metabolism in cancer","target-pathway","KEGG","hsa05230"
"MET","KEGG | Central carbon metabolism in cancer","target-pathway","KEGG","hsa05230"
"MMP9","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"MMP1","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"PPARG","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"PIK3CA","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"BCL2","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"RXRA","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"SRC","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"MAPK14","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"HSP90AA1","KEGG | Lipid and atherosclerosis","target-pathway","KEGG","hsa05417"
"VEGFA","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"EGFR","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"HIF1A","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"PIK3CA","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"CYP1B1","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"ABL1","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"MET","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"SRC","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"MAPK14","KEGG | Chemical carcinogenesis - reactive oxygen species","target-pathway","KEGG","hsa05208"
"MTOR","KEGG | Thyroid hormone signaling pathway","target-pathway","KEGG","hsa04919"
"HIF1A","KEGG | Thyroid hormone signaling pathway","target-pathway","KEGG","hsa04919"
"ESR1","KEGG | Thyroid hormone signaling pathway","target-pathway","KEGG","hsa04919"
"PIK3CA","KEGG | Thyroid hormone signaling pathway","target-pathway","KEGG","hsa04919"
"STAT1","KEGG | Thyroid hormone signaling pathway","target-pathway","KEGG","hsa04919"
"RXRA","KEGG | Thyroid hormone signaling pathway","target-pathway","KEGG","hsa04919"
"SRC","KEGG | Thyroid hormone signaling pathway","target-pathway","KEGG","hsa04919"
"MMP9","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"VEGFA","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"MTOR","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"EGFR","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"PIK3CA","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"CYP1B1","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"BCL2","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"ABL1","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"ABCB1","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"MET","KEGG | MicroRNAs in cancer","target-pathway","KEGG","hsa05206"
"FLT1","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"VEGFA","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"FGFR1","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"EGFR","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"KDR","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"NOS1","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"MET","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"GRIN1","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"GRM5","KEGG | Calcium signaling pathway","target-pathway","KEGG","hsa04020"
"MTOR","KEGG | PD-L1 expression and PD-1 checkpoint pathway in cancer","target-pathway","KEGG","hsa05235"
"EGFR","KEGG | PD-L1 expression and PD-1 checkpoint pathway in cancer","target-pathway","KEGG","hsa05235"
"HIF1A","KEGG | PD-L1 expression and PD-1 checkpoint pathway in cancer","target-pathway","KEGG","hsa05235"
"PIK3CA","KEGG | PD-L1 expression and PD-1 checkpoint pathway in cancer","target-pathway","KEGG","hsa05235"
"STAT1","KEGG | PD-L1 expression and PD-1 checkpoint pathway in cancer","target-pathway","KEGG","hsa05235"
"MAPK14","KEGG | PD-L1 expression and PD-1 checkpoint pathway in cancer","target-pathway","KEGG","hsa05235"
"VEGFA","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"MTOR","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"HIF1A","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"PIK3CA","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"STAT1","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"PIK3CG","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"SRC","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"MAPK14","KEGG | Kaposi sarcoma-associated herpesvirus infection","target-pathway","KEGG","hsa05167"
"VEGFA","KEGG | VEGF signaling pathway","target-pathway","KEGG","hsa04370"
