"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042447","hormone catabolic process","3/26","14/18860",0.214285714285714,155.43956043956,21.4776965707419,8.38104725010705e-07,0.00107445025746372,0.000647546177008271,"ACE/ECE1/MME",3
"GO:0043171","peptide catabolic process","3/26","20/18860",0.15,108.807692307692,17.9225177673386,2.61046315439231e-06,0.00129618597686219,0.000781181137217216,"ACE/ECE1/MME",3
"GO:0009123","nucleoside monophosphate metabolic process","4/26","78/18860",0.0512820512820513,37.1992110453649,11.9028294190434,3.77621112690757e-06,0.00129618597686219,0.000781181137217216,"ADA/ADK/TYMS/AK1",4
"GO:0046033","AMP metabolic process","3/26","23/18860",0.130434782608696,94.6153846153846,16.6909092652182,4.04426201829076e-06,0.00129618597686219,0.000781181137217216,"ADA/ADK/AK1",3
"GO:0008217","regulation of blood pressure","5/26","203/18860",0.0246305418719212,17.8666161424782,8.97697044963043,7.52574383396481e-06,0.00192960071902858,0.00116292546823793,"ACE/PTGS2/PTGS1/ECE1/MME",5
"GO:0009165","nucleotide biosynthetic process","5/26","239/18860",0.0209205020920502,15.1754103636949,8.19422362179051,1.65863744592291e-05,0.00290250013971421,0.00174926931812975,"MAP2K1/ADA/ADK/TYMS/AK1",5
"GO:0009167","purine ribonucleoside monophosphate metabolic process","3/26","41/18860",0.0731707317073171,53.0769230769231,12.4026273428179,2.39456930154737e-05,0.00290250013971421,0.00174926931812975,"ADA/ADK/AK1",3
"GO:0016486","peptide hormone processing","3/26","42/18860",0.0714285714285714,51.8131868131868,12.248673757375,2.57640964236995e-05,0.00290250013971421,0.00174926931812975,"ACE/ECE1/MME",3
"GO:0009124","nucleoside monophosphate biosynthetic process","3/26","43/18860",0.0697674418604651,50.608228980322,12.1000587642147,2.76710863620821e-05,0.00290250013971421,0.00174926931812975,"ADA/ADK/TYMS",3
"GO:0009142","nucleoside triphosphate biosynthetic process","4/26","129/18860",0.0310077519379845,22.4925462134764,9.10074537530923,2.77892769254978e-05,0.00290250013971421,0.00174926931812975,"MAP2K1/ADK/TYMS/AK1",4
"GO:0009126","purine nucleoside monophosphate metabolic process","3/26","44/18860",0.0681818181818182,49.458041958042,11.9564779945229,2.9668655585014e-05,0.00290250013971421,0.00174926931812975,"ADA/ADK/AK1",3
"GO:0009394","2'-deoxyribonucleotide metabolic process","3/26","45/18860",0.0666666666666667,48.3589743589744,11.817650863022,3.17587891211746e-05,0.00290250013971421,0.00174926931812975,"ADA/ADK/TYMS",3
"GO:0009262","deoxyribonucleotide metabolic process","3/26","46/18860",0.0652173913043478,47.3076923076923,11.6833182296592,3.39434642919237e-05,0.00290250013971421,0.00174926931812975,"ADA/ADK/TYMS",3
