"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signaling molecules and interaction","hsa04517","IgSF CAM signaling","13/52","299/9370",0.0434782608695652,7.83444816053512,8.97218877664759,5.69468730039803e-09,2.76968882337541e-08,7.49300960578689e-09,"PIK3CA/CTNNB1/MAP2K1/KDR/ABL1/PIK3CB/PIK3CD/SRC/MAPK10/MAPK14/GSK3B/MAPK8/MAPK9",13
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","11/52","193/9370",0.0569948186528497,10.2700278995616,9.72067152826069,6.15855928667961e-09,2.92873708299875e-08,7.92329264952932e-09,"PIK3CA/MAP2K1/PIK3CB/PIK3CD/JAK2/PIK3CG/SRC/GRK2/GSK3B/GRK5/GRK3",11
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","9/52","109/9370",0.0825688073394495,14.878263937897,10.8869539964677,6.77442506664598e-09,3.15158035709182e-08,8.5261642715224e-09,"MTOR/JAK2/TYK2/MAPK10/JAK1/MAPK14/MAPK8/MAPK9/HSP90AA1",9
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","10/52","150/9370",0.0666666666666667,12.0128205128205,10.1570050499402,7.27884134807425e-09,3.31419584784657e-08,8.96609796515305e-09,"MTOR/EGFR/PIK3CA/CTNNB1/MAP2K1/MET/PIK3CB/CDK2/PIK3CD/GSK3B",10
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","10/52","154/9370",0.0649350649350649,11.7007992007992,10.0021250574107,9.39129118052857e-09,4.18695065131899e-08,1.13272152396726e-08,"MTOR/EGFR/PIK3CA/CTNNB1/KDR/MET/PIK3CB/PIK3CD/SRC/GSK3B",10
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","9/52","119/9370",0.0756302521008403,13.6279896574014,10.3561968283487,1.47419018407628e-08,6.43829998759846e-08,1.74179291351655e-08,"PIK3CA/MAP2K1/CASP3/PIK3CB/PIK3CD/MAPK10/MAPK14/MAPK8/MAPK9",9
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","11/52","214/9370",0.0514018691588785,9.26222142343638,9.13351113516586,1.81256803004681e-08,7.75779116860035e-08,2.09876298215947e-08,"MTOR/PIK3CA/MAP2K1/CASP3/IRAK4/PIK3CB/PIK3CD/MAPK10/MAPK14/MAPK8/MAPK9",11
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","13/52","333/9370",0.039039039039039,7.03453453453453,8.3760775743294,2.07377930834269e-08,8.70174062716345e-08,2.35413543774712e-08,"MTOR/EGFR/PIK3CA/CTNNB1/MAP2K1/CASP3/PIK3CB/CDK2/CDK4/PIK3CD/TYK2/JAK1/GSK3B",13
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","10/52","170/9370",0.0588235294117647,10.5995475113122,9.43557231981912,2.4309112084297e-08,1.00041345885376e-07,2.70648009035696e-08,"MTOR/EGFR/PIK3CA/CTNNB1/MAP2K1/MET/PIK3CB/CDK4/PIK3CD/GSK3B",10
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","10/52","173/9370",0.0578034682080925,10.4157403290351,9.33773123077589,2.8736391240532e-08,1.15707319857333e-07,3.13030132422692e-08,"PIK3CA/MAP2K1/CASP3/IRAK4/PIK3CB/CDK4/PIK3CD/JAK2/TYK2/JAK1",10
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","7/52","59/9370",0.11864406779661,21.3787483702738,11.7298453846167,2.91971741696075e-08,1.15707319857333e-07,3.13030132422692e-08,"EGFR/PIK3CA/CTNNB1/MAP2K1/PIK3CB/PIK3CD/GSK3B",7
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","7/52","60/9370",0.116666666666667,21.0224358974359,11.6226359509781,3.29142133819955e-08,1.28066212068128e-07,3.46465404021005e-08,"PIK3CA/MAP2K1/KDR/PIK3CB/PIK3CD/SRC/MAPK14",7
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","10/52","181/9370",0.0552486187845304,9.95537611559711,9.08815928892863,4.42168093764006e-08,1.68971378688388e-07,4.57128668365043e-08,"TLR9/CASP3/IRAK4/JAK2/SRC/MAPK10/JAK1/MAPK14/MAPK8/MAPK9",10
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","9/52","137/9370",0.0656934306569343,11.8374508702976,9.54559371477719,5.06519843753868e-08,1.90167099233908e-07,5.14470755428675e-08,"PIK3CA/MAP2K1/CASP3/PIK3CB/PIK3CD/MAPK10/PARP1/MAPK8/MAPK9",9
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","9/52","138/9370",0.0652173913043478,11.7516722408027,9.50505425566501,5.39603060038727e-08,1.9909492215222e-07,5.3862374414029e-08,"MTOR/PIK3CA/MAP2K1/PIK3CB/PIK3CD/MAPK10/GSK3B/MAPK8/MAPK9",9
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","8/52","99/9370",0.0808080808080808,14.5609945609946,10.132877370206,5.98647356997136e-08,2.17136498978622e-07,5.87432732111373e-08,"PIK3CA/PIK3CB/PIK3CD/SRC/MAPK10/MAPK14/MAPK8/MAPK9",8
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","12/52","300/9370",0.04,7.20769230769231,8.16345690566445,6.10522475564323e-08,2.17753016284609e-07,5.89100634316452e-08,"EGFR/MAP2K1/KDR/RET/CASP3/IRAK4/MET/MAPK10/MAPK14/MAPK8/FLT3/MAPK9",12
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","9/52","144/9370",0.0625,11.2620192307692,9.27031055693183,7.80681508748615e-08,2.73878430938039e-07,7.40940172237685e-08,"PIK3CA/CTNNB1/MAP2K1/PIK3CB/PIK3CD/JAK2/JAK1/MAPK14/GSK3B",9
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","6/52","41/9370",0.146341463414634,26.3696060037523,12.1611611274529,8.41506185355248e-08,2.9045536075165e-07,7.85786760518483e-08,"MMP1/EGFR/MAP2K1/TYMP/CDK4/SRC",6
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","8/52","105/9370",0.0761904761904762,13.7289377289377,9.7983068918296,9.50683735617012e-08,3.22930665749271e-07,8.73644201485976e-08,"PIK3CA/PIK3CB/PIK3CD/SRC/MAPK10/MAPK14/MAPK8/MAPK9",8
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","9/52","148/9370",0.0608108108108108,10.9576403326403,9.12140359961603,9.89399249479671e-08,3.30830374044765e-07,8.95015768443781e-08,"MTOR/EGFR/PIK3CA/CTNNB1/MAP2K1/PIK3CB/CDK4/PIK3CD/GSK3B",9
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","11/52","253/9370",0.0434782608695652,7.83444816053512,8.23236609119888,1.01534324294434e-07,3.34282236907829e-07,9.04354305456497e-08,"MTOR/EGFR/PIK3CA/PIK3CB/PIK3CD/SRC/MAPK10/MAPK14/GSK3B/MAPK8/MAPK9",11
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","8/52","109/9370",0.073394495412844,13.2251235003529,9.59013013047265,1.27377019287719e-07,4.13010335266242e-07,1.11734227445368e-07,"MTOR/PIK3CA/PIK3CB/PIK3CD/MAPK10/GSK3B/MAPK8/MAPK9",8
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","7/52","73/9370",0.0958904109589041,17.2787144362487,10.4303061879451,1.31446204922507e-07,4.19843102289799e-07,1.13582737953462e-07,"EGFR/PIK3CA/MAP2K1/MET/PIK3CB/CDK4/PIK3CD",7
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","10/52","205/9370",0.0487804878048781,8.78986866791745,8.4241825615017,1.43326415748421e-07,4.51056661325914e-07,1.22027134151133e-07,"MTOR/PIK3CA/PIK3CB/PIK3CD/MAPK10/PARP1/MAPK14/GSK3B/MAPK8/MAPK9",10
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","9/52","157/9370",0.0573248407643312,10.3294953454189,8.80631834977902,1.64470698996589e-07,5.10097530221306e-07,1.37999823719487e-07,"PIK3CA/CASP3/PIK3CB/PIK3CD/MAPK10/MAPK14/GSK3B/MAPK8/MAPK9",9
"Human Diseases","Cancer: specific types","hsa05214","Glioma","7/52","76/9370",0.0921052631578947,16.5966599190283,10.1982112266536,1.7414928192517e-07,5.3239923331409e-07,1.4403324068999e-07,"MTOR/EGFR/PIK3CA/MAP2K1/PIK3CB/CDK4/PIK3CD",7
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","10/52","212/9370",0.0471698113207547,8.49963715529753,8.2507760854325,1.96252149219135e-07,5.91520562435138e-07,1.60027697658301e-07,"EGFR/PIK3CA/CTNNB1/MAP2K1/KDR/MET/PIK3CB/PIK3CD/SRC/MAPK14",10
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","9/52","168/9370",0.0535714285714286,9.65315934065934,8.45425154601333,2.93482109896761e-07,8.72294048859816e-07,2.35987076671372e-07,"JAK2/TYK2/MAPK10/JAK1/PARP1/MAPK8/MAPK9/HSP90AA1/ALOX15",9
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","8/52","122/9370",0.0655737704918033,11.8158890290038,8.98266422260696,3.05666745750074e-07,8.96064158774191e-07,2.42417750775113e-07,"MTOR/PIK3CA/CTNNB1/MAP2K1/PIK3CB/PIK3CD/SRC/GSK3B",8
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","10/52","224/9370",0.0446428571428571,8.04429945054945,7.97137349486707,3.27678204637612e-07,9.47609943141202e-07,2.56362749005244e-07,"PIK3CA/MAP2K1/PIK3CB/CDK2/CDK4/PIK3CD/MAPK10/JAK1/MAPK8/MAPK9",10
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","8/52","125/9370",0.064,11.5323076923077,8.85547834039776,3.6869152574874e-07,1.05199982013641e-06,2.84603984788501e-07,"PIK3CA/MAP2K1/PIK3CB/PIK3CD/MAPK10/MAPK14/MAPK8/MAPK9",8
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","7/52","93/9370",0.0752688172043011,13.5628618693135,9.09522021789793,7.02385304714071e-07,1.95208383388066e-06,5.28109251664715e-07,"JAK2/TYK2/MAPK10/JAK1/MAPK14/MAPK8/MAPK9",7
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","7/52","93/9370",0.0752688172043011,13.5628618693135,9.09522021789793,7.02385304714071e-07,1.95208383388066e-06,5.28109251664715e-07,"EGFR/MAP2K1/SRC/MAPK10/MAPK14/MAPK8/MAPK9",7
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","9/52","187/9370",0.0481283422459893,8.67235705470999,7.91670122585758,7.27203700203532e-07,1.99514861337892e-06,5.39759831460111e-07,"IRAK4/TYK2/MAPK10/JAK1/MAPK14/P2RX7/MAPK8/MAPK9/HSP90AA1",9
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","12/52","388/9370",0.0309278350515464,5.57295796986519,6.87248001280289,9.85314727314463e-07,2.66908040057335e-06,7.22082744867361e-07,"MTOR/PIK3CA/CTNNB1/MAP2K1/CASP3/PIK3CB/PIK3CD/MAPK10/GSK3B/GRM5/MAPK8/MAPK9",12
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","9/52","195/9370",0.0461538461538462,8.31656804733728,7.71273879584899,1.0337093046163e-06,2.76517238984861e-06,7.48079102024956e-07,"MTOR/PIK3CA/MAP2K1/ELANE/PIK3CB/PIK3CD/SRC/MAPK14/FPR2",9
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","8/52","144/9370",0.0555555555555556,10.0106837606838,8.13990257798215,1.08867276444857e-06,2.87624656286411e-06,7.78128681542185e-07,"CTNNB1/CASP3/IRAK4/MAPK10/MAPK14/GSK3B/MAPK8/MAPK9",8
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","8/52","149/9370",0.0536912751677852,9.67475477542592,7.97348658895227,1.41019922543639e-06,3.68027602735837e-06,9.95647720141222e-07,"MTOR/EGFR/PIK3CA/MAP2K1/PIK3CB/PIK3CD/PIK3CG/GRM5",8
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","6/52","68/9370",0.0882352941176471,15.8993212669683,9.21127422595373,1.8278366709352e-06,4.71273551301365e-06,1.27496533800173e-06,"MTOR/PIK3CA/MAP2K1/PIK3CB/PIK3CD/FLT3",6
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","8/52","157/9370",0.0509554140127389,9.18177364037237,7.72295828180342,2.09246160362057e-06,5.33079503779525e-06,1.44217278445027e-06,"MTOR/PIK3CA/MAP2K1/PIK3CB/CDK2/CDK4/PIK3CD/MAPK14",8
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","9/52","217/9370",0.0414746543778802,7.4734136830911,7.20723089259517,2.51534702760035e-06,6.33275604595854e-06,1.71323946152346e-06,"MTOR/EGFR/PIK3CA/MAP2K1/PIK3CB/PIK3CD/JAK2/SRC/HSP90AA1",9
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","8/52","168/9370",0.0476190476190476,8.58058608058608,7.40633323257384,3.47572027633612e-06,8.6477937896778e-06,2.339540867842e-06,"MTOR/EGFR/PIK3CA/PIK3CB/PIK3CD/JAK2/TYK2/JAK1",8
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","9/52","226/9370",0.0398230088495575,7.17579986385296,7.02047120995301,3.51569186776621e-06,8.6477937896778e-06,2.339540867842e-06,"PIK3CA/MAP2K1/PDE4B/PIK3CB/PIK3CD/MAPK10/MAPK8/MAPK9/PDE4A",9
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","8/52","169/9370",0.0473372781065089,8.52981338188439,7.37899112524123,3.633087832826e-06,8.83500904800868e-06,2.39018936370131e-06,"MTOR/PIK3CA/MAP2K1/PIK3CB/PIK3CD/MAPK10/MAPK8/MAPK9",8
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","6/52","77/9370",0.0779220779220779,14.040959040959,8.58348916228408,3.81182974725353e-06,9.16552321249725e-06,2.47960539442867e-06,"PIK3CA/MAP2K1/ABL1/PIK3CB/CDK4/PIK3CD",6
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","6/52","78/9370",0.0769230769230769,13.8609467455621,8.52025472745875,4.11209211285089e-06,9.67019463901198e-06,2.61613726092306e-06,"PIK3CA/CTNNB1/MET/PIK3CB/PIK3CD/SRC",6
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","6/52","78/9370",0.0769230769230769,13.8609467455621,8.52025472745875,4.11209211285089e-06,9.67019463901198e-06,2.61613726092306e-06,"CASP3/IRAK4/MAPK10/MAPK14/MAPK8/MAPK9",6
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","10/52","323/9370",0.0309597523219814,5.57870921648011,6.25574399329597,8.99140952760738e-06,2.09148004229128e-05,5.65820965696117e-06,"MTOR/EGFR/PIK3CA/MAP2K1/CASP3/ABL1/PLAU/MET/PIK3CB/PIK3CD",10
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","7/52","139/9370",0.0503597122302158,9.07443276148312,7.16443563341139,1.04150443111676e-05,2.39658008880631e-05,6.48361558703133e-06,"EGFR/PIK3CA/MAP2K1/PIK3CB/PIK3CD/SRC/HSP90AA1",7
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","6/52","93/9370",0.0645161290322581,11.6253101736973,7.6924777903754,1.14547187910973e-05,2.6077764056328e-05,7.05497797883935e-06,"PIK3CA/CASP3/PIK3CB/CDK2/CDK4/PIK3CD",6
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","8/52","200/9370",0.04,7.20769230769231,6.62899132451281,1.25931737783936e-05,2.83677809323813e-05,7.67451033586312e-06,"CASP3/ABL1/IRAK4/SRC/MAPK10/MAPK14/MAPK8/MAPK9",8
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","7/52","144/9370",0.0486111111111111,8.75934829059829,7.00949459903247,1.31300308333326e-05,2.92690270659706e-05,7.91832999817207e-06,"MTOR/PIK3CA/PIK3CB/PIK3CD/MAPK10/MAPK8/MAPK9",7
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","8/52","205/9370",0.0390243902439024,7.03189493433396,6.52306043719363,1.50760383562406e-05,3.32605382292318e-05,8.99817807480448e-06,"PIK3CA/CASP3/PIK3CB/CDK2/CDK4/PIK3CD/SRC/JAK1",8
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","9/52","275/9370",0.0327272727272727,5.8972027972028,6.15743764223027,1.72344432735017e-05,3.76343965360139e-05,1.01814648769344e-05,"PIK3CA/CASP3/PIK3CB/PIK3CD/MAPK10/MAPK14/GSK3B/MAPK8/MAPK9",9
"Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","4/52","32/9370",0.125,22.5240384615385,9.11084696855852,2.70381799552711e-05,5.84461667720001e-05,1.58118011434334e-05,"CASP3/MAPK10/MAPK8/MAPK9",4
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","6/52","110/9370",0.0545454545454545,9.82867132867133,6.95781915915614,2.99587868290224e-05,6.41118038141079e-05,1.73445607957498e-05,"MTOR/EGFR/PIK3CA/MAP2K1/PIK3CB/PIK3CD",6
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","6/52","115/9370",0.0521739130434783,9.40133779264214,6.77167480067285,3.85349225821045e-05,8.16482518076273e-05,2.20888039814043e-05,"PIK3CA/MAP2K1/PIK3CB/PIK3CD/JAK2/PIK3CG",6
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","5/52","70/9370",0.0714285714285714,12.8708791208791,7.44693163014132,3.9852094945177e-05,8.27994982356104e-05,2.24002577617244e-05,"MTOR/JAK2/MAPK10/MAPK8/MAPK9",5
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","5/52","70/9370",0.0714285714285714,12.8708791208791,7.44693163014132,3.9852094945177e-05,8.27994982356104e-05,2.24002577617244e-05,"PIK3CA/MAP2K1/MET/PIK3CB/PIK3CD",5
NA,NA,"hsa04519","Cadherin signaling","10/52","404/9370",0.0247524752475248,4.46020563594821,5.31104721988142,6.18216579083321e-05,0.00012720994992676,3.44148905360148e-05,"EGFR/CTNNB1/MAP2K1/KDR/MET/MAPK10/MAPK14/GSK3B/MAPK8/MAPK9",10
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","7/52","184/9370",0.0380434782608696,6.85514214046823,5.99197609044699,6.36995148057828e-05,0.000129825677794643,3.51225394919103e-05,"PIK3CA/ABL1/MET/PIK3CB/PIK3CD/SRC/GSK3B",7
"Organismal Systems","Immune system","hsa04611","Platelet activation","6/52","126/9370",0.0476190476190476,8.58058608058608,6.3994850094874,6.43925038004393e-05,0.000129999960502774,3.51696892653839e-05,"PIK3CA/PIK3CB/PIK3CD/PIK3CG/SRC/MAPK14",6
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","6/52","133/9370",0.0451127819548872,8.12897628687102,6.18549495517418,8.70354786773637e-05,0.000174070957354727,4.70924872332022e-05,"MAPK10/MAPK14/GSK3B/MAPK8/MAPK9/MAOB",6
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","5/52","91/9370",0.0549450549450549,9.90067624683009,6.37353024908761,0.000140257797892655,0.000275368520633287,7.44971403582429e-05,"PIK3CA/MAP2K1/PIK3CB/PIK3CD/GSK3B",5
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","5/52","91/9370",0.0549450549450549,9.90067624683009,6.37353024908761,0.000140257797892655,0.000275368520633287,7.44971403582429e-05,"PDE4B/GRK2/GRK5/PDE4A/GRK3",5
