"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","3/41","99/9370",0.0303030303030303,6.92535107169254,3.92906664193293,0.00912049918826228,0.0285866392467922,0.0143291424795951,"MAPK1/EGFR/MAP2K1",3
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","3/41","101/9370",0.0297029702970297,6.78821540690654,3.87712615125263,0.00963226022792386,0.0297466859980002,0.0149106195478698,"MAPK1/MAP2K1/GSK3B",3
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","2/41","35/9370",0.0571428571428571,13.0592334494774,4.73824556621076,0.0101454054440342,0.0303936236077484,0.015234899051503,"AKR1B1/PFKFB3",2
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","3/41","103/9370",0.029126213592233,6.65640539900545,3.8265779115739,0.010160549136612,0.0303936236077484,0.015234899051503,"MAPK1/NOS2/IRAK4",3
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","4/41","196/9370",0.0204081632653061,4.66401194624191,3.43658072621709,0.0102759394102388,0.0303936236077484,0.015234899051503,"MAPK1/MAP2K1/CASP3/GSK3B",4
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","2/41","37/9370",0.0540540540540541,12.3533289386948,4.58706032063321,0.011293660854507,0.0329398441589788,0.0165112000796886,"MAPK1/MAP2K1",2
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","4/41","203/9370",0.0197044334975369,4.50318394809564,3.34517118218796,0.011580557418296,0.0333139322992077,0.0166987129319337,"MAPK1/EGFR/MAP2K1/GSK3B",4
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","3/41","109/9370",0.0275229357798165,6.28999776236294,3.68265297753576,0.0118456037982545,0.0335218177190115,0.0168029161498804,"MAPK1/MAP2K1/IRAK4",3
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","4/41","205/9370",0.0195121951219512,4.459250446163,3.31981362340402,0.0119720777567898,0.0335218177190115,0.0168029161498804,"MMP9/NOS3/GAPDH/GSK3B",4
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","3/41","115/9370",0.0260869565217391,5.96182396606575,3.54913943973202,0.0136828254840507,0.0377444175635314,0.0189195075506423,"MAPK1/MAP2K1/CASP3",3
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","4/41","214/9370",0.0186915887850467,4.27171187599726,3.20959360790069,0.0138396197732949,0.0377444175635314,0.0189195075506423,"MAPK1/MAP2K1/CASP3/IRAK4",4
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","5/41","333/9370",0.015015015015015,3.43148026074855,2.99503378082636,0.0144323469216975,0.0388563186353396,0.0194768514462855,"MAPK1/EGFR/MAP2K1/CASP3/GSK3B",5
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","3/41","122/9370",0.0245901639344262,5.61975209916034,3.40483191843453,0.0160212503159152,0.0415365748931134,0.0208203382922874,"MAPK1/MAP2K1/GSK3B",3
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","3/41","122/9370",0.0245901639344262,5.61975209916034,3.40483191843453,0.0160212503159152,0.0415365748931134,0.0208203382922874,"MAPK1/MAP2K1/GSK3B",3
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","3/41","122/9370",0.0245901639344262,5.61975209916034,3.40483191843453,0.0160212503159152,0.0415365748931134,0.0208203382922874,"MAPK1/MAP2K1/GSK3B",3
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","4/41","227/9370",0.0176211453744493,4.02707639411196,3.06064494407175,0.0168512713630388,0.0431556949541237,0.0216319272953001,"MAPK1/EGFR/MAP2K1/AKR1C1",4
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","3/41","125/9370",0.024,5.48487804878049,3.34636406881078,0.0170883069727837,0.0432354754733081,0.0216719175304802,"NOS3/MAPK1/MAP2K1",3
"Organismal Systems","Immune system","hsa04611","Platelet activation","3/41","126/9370",0.0238095238095238,5.44134727061556,3.32729293306441,0.0174526860334916,0.043631715083729,0.0218705338765559,"F2/NOS3/MAPK1",3
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","4/41","232/9370",0.0172413793103448,3.94028595458368,3.00627694463302,0.0181112913405533,0.0444284638883153,0.022269906710935,"F2/MAPK1/EGFR/MAP2K1",4
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","3/41","128/9370",0.0234375,5.3563262195122,3.28975380626156,0.0181945137828339,0.0444284638883153,0.022269906710935,"ADA/ADK/AK1",3
"Genetic Information Processing","Information processing in viruses","hsa03272","Virion - Hepatitis viruses","2/41","48/9370",0.0416666666666667,9.52235772357723,3.92416111807889,0.0185582984187619,0.0447958927349426,0.0224540815713998,"EGFR/DPP4",2
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","5/41","362/9370",0.0138121546961326,3.15658267079908,2.77413255510851,0.0200234050118729,0.0469595262242773,0.0235386096362292,"NOS3/MAPK1/EGFR/MAP2K1/GSK3B",5
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","3/41","133/9370",0.0225563909774436,5.15496057216211,3.19925057694532,0.020125511238976,0.0469595262242773,0.0235386096362292,"MAPK1/EGFR/MAP2K1",3
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","3/41","133/9370",0.0225563909774436,5.15496057216211,3.19925057694532,0.020125511238976,0.0469595262242773,0.0235386096362292,"MAPK1/MAP2K1/CASP3",3
